qkey,device_type_w144,smuse_a_w144,smuse_c_w144,smuse_d_w144,smuse_i_w144,smuse2_a_w144,smuse2_c_w144,smuse2_d_w144,smuse2_i_w144,socialnews2_a_w144,socialnews2_c_w144,socialnews2_d_w144,socialnews2_i_w144,fbwhy_a_w144,fbwhy_b_w144,fbwhy_c_w144,fbwhy_d_w144,fbwhy_e_w144,fbwhy_f_w144,fbwhy_g_w144,fbdemocracy_w144,fbsource_a_w144,fbsource_b_w144,fbsource_c_w144,fbsource_d_w144,fbsource_e_w144,fbtype_a_w144,fbtype_b_w144,fbtype_c_w144,fbtype_d_w144,fbacc_w144,fbinfluence_w144,fbelse_w144,fbworn_w144,fbharass_w144,fbshare_w144,fbsharepol_w144,fbwhysp_a_w144,fbwhysp_b_w144,fbwhysp_c_w144,fbwhysp_d_w144,fbwhyntsp_a_w144,fbwhyntsp_b_w144,fbwhyntsp_c_w144,fbwhyntsp_d_w144,fbseepol_w144,fbpolideo_w144,fbfreeexp_w144,igwhy_a_w144,igwhy_b_w144,igwhy_c_w144,igwhy_d_w144,igwhy_e_w144,igwhy_f_w144,igwhy_g_w144,igdemocracy_w144,igsource_a_w144,igsource_b_w144,igsource_c_w144,igsource_d_w144,igsource_e_w144,igtype_a_w144,igtype_b_w144,igtype_c_w144,igtype_d_w144,igacc_w144,iginfluence_w144,igelse_w144,igworn_w144,igharass_w144,igshare_w144,igsharepol_w144,igwhysp_a_w144,igwhysp_b_w144,igwhysp_c_w144,igwhysp_d_w144,igwhyntsp_a_w144,igwhyntsp_b_w144,igwhyntsp_c_w144,igwhyntsp_d_w144,igseepol_w144,igpolideo_w144,igfreeexp_w144,xtwhy_a_w144,xtwhy_b_w144,xtwhy_c_w144,xtwhy_d_w144,xtwhy_e_w144,xtwhy_f_w144,xtwhy_g_w144,xtdemocracy_w144,xtsource_a_w144,xtsource_b_w144,xtsource_c_w144,xtsource_d_w144,xtsource_e_w144,xttype_a_w144,xttype_b_w144,xttype_c_w144,xttype_d_w144,xtacc_w144,xtinfluence_w144,xtelse_w144,xtworn_w144,xtharass_w144,xtshare_w144,xtsharepol_w144,xtwhysp_a_w144,xtwhysp_b_w144,xtwhysp_c_w144,xtwhysp_d_w144,xtwhyntsp_a_w144,xtwhyntsp_b_w144,xtwhyntsp_c_w144,xtwhyntsp_d_w144,xtseepol_w144,xtpolideo_w144,xtfreeexp_w144,ttwhy_a_w144,ttwhy_b_w144,ttwhy_c_w144,ttwhy_d_w144,ttwhy_e_w144,ttwhy_f_w144,ttwhy_g_w144,ttdemocracy_w144,ttsource_a_w144,ttsource_b_w144,ttsource_c_w144,ttsource_d_w144,ttsource_e_w144,tttype_a_w144,tttype_b_w144,tttype_c_w144,tttype_d_w144,ttacc_w144,ttinfluence_w144,ttelse_w144,ttworn_w144,ttharass_w144,ttshare_w144,ttsharepol_w144,ttwhysp_a_w144,ttwhysp_b_w144,ttwhysp_c_w144,ttwhysp_d_w144,ttwhyntsp_a_w144,ttwhyntsp_b_w144,ttwhyntsp_c_w144,ttwhyntsp_d_w144,ttseepol_w144,ttpolideo_w144,ttfreeexp_w144,f_metro,f_agecat,f_gender,f_educcat,f_educcat2,f_racethnmod,f_marital,f_party_final,f_partyln_final,f_partysum_final,f_partysumideo_final,f_reg,f_inc_sdt1,f_ideo,f_intfreq,f_inc_tier2
201801007475,2,1,2,1,1,2,,2,2,1,,2,1,3,3,3,1,2,1,2,3,2,1,1,2,1,1,1,1,1,2,3,3,3,2,1,5,,,,,3,2,2,3,3,4,1,2,3,3,1,2,2,3,3,,,,,,1,1,2,2,,,,,3,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,2,2,2,3,2,1,1,2,2,1,2,2,2,4,2,3,4,2,2,,,,,,,,,,4,4,1,1,2,2,3,2,3,2,1,,1,2,1,1,3,1,1
202201026449,1,1,2,2,2,3,,,,2,,,,3,3,3,2,1,2,3,3,,,,,,1,2,1,2,,,,,1,1,5,,,,,3,2,2,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,5,1,1,1,,1,1,1,8,2,2,2
201501234826,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,5,1,1,1,,1,1,1,99,2,3,99
201901030204,2,1,2,2,2,4,,,,2,,,,3,3,2,2,1,2,3,2,,,,,,1,1,1,1,,,,,2,1,4,3,3,3,2,,,,,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,3,1,1,1,,1,1,2,9,2,1,3
201501685003,2,1,1,2,2,6,3,,,2,1,,,3,3,3,3,1,2,3,2,,,,,,2,2,2,2,,,,,2,2,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,1,3,2,1,2,2,1,1,1,1,1,1,2,1,3,2,1,1,5,,,,,1,3,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,6,1,2,2,,2,4,1,9,5,1,3
202101007238,2,1,2,2,1,6,,,4,2,,,2,3,3,3,3,2,2,3,2,,,,,,2,2,1,2,,,,,1,2,,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,2,3,2,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,3,4,1,1,3,1,3,2,1,2,1,,1,1,1,7,2,2,2
202101002226,2,2,2,1,2,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,1,1,3,2,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,3,1,1,3,2,2,3,1,6,3,2,2
201501625418,2,1,2,1,2,2,,4,,2,,2,,2,2,3,2,1,3,2,2,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,3,2,2,3,3,3,3,1,3,3,1,,,,,,2,2,2,2,,,,,3,2,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3,4,1,1,,1,1,1,9,2,2,3
202201033491,1,1,2,1,1,4,,6,6,1,,2,1,3,3,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,3,3,3,3,2,1,4,1,1,3,2,,,,,3,3,1,3,3,2,2,1,2,2,1,,,,,,1,2,2,2,,,,,1,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,1,3,2,1,2,1,1,1,2,1,1,1,2,3,3,3,3,2,2,,,,,,,,,,3,3,1,1,4,2,1,5,3,5,3,2,2,3,1,1,3,3,1
201901024323,1,1,2,1,1,4,,3,5,2,,1,1,2,2,2,2,2,2,2,3,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,4,3,1,2,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1,1,3,2,2,2,1,1,5,,,,,1,1,3,2,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,1,1,2,1,1,1,1,1,1,3,2,2,1,1,1,5,,,,,2,1,3,2,3,2,1,1,2,2,2,4,1,2,2,,2,4,3,1,4,1,1
201901022402,2,1,1,2,1,4,6,,6,2,2,,2,3,3,3,1,2,2,3,3,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,2,3,3,,,,,,1,1,1,2,,,,,3,2,,,,,,,,,,5,,1,3,3,3,1,3,1,2,3,,,,,,1,2,1,2,,,,,3,2,,,,,,,,,,5,,2,2,2,2,3,2,1,1,4,1,1,1,1,4,1,2,2
201801093183,1,1,2,2,2,4,,,,1,,,,3,3,3,2,2,2,1,3,1,1,2,1,2,1,1,1,1,4,1,2,4,3,1,3,3,3,3,3,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,5,5,3,2,,2,4,1,8,5,1,3
201801113031,2,1,2,1,2,2,,2,,1,,1,,3,3,2,1,1,2,3,2,1,1,1,2,1,1,1,1,1,3,1,1,3,2,1,5,,,,,1,3,1,3,3,2,2,3,3,2,1,1,2,3,2,1,1,1,2,1,1,1,1,1,3,1,2,3,3,1,5,,,,,1,3,1,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,5,1,3,1,,1,1,1,9,2,2,3
201801061623,2,1,2,1,2,2,,2,,2,,2,,3,3,3,1,1,3,3,2,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,3,2,2,3,3,3,1,1,3,3,2,,,,,,1,2,1,2,,,,,1,2,,,,,,,,,,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,6,1,3,1,,1,2,1,99,3,1,99
202101005377,2,1,2,2,2,4,,,,2,,,,3,3,3,3,1,2,3,2,,,,,,1,1,1,2,,,,,2,1,4,3,2,3,2,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,4,1,1,1,,1,1,1,7,1,2,2
201801116962,1,1,1,1,1,2,4,4,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,2,3,3,3,1,1,1,2,2,1,1,1,1,3,2,3,3,3,1,5,,,,,3,3,1,3,3,3,1,3,3,1,2,2,3,3,3,1,2,1,2,2,1,1,1,1,3,2,3,3,3,1,5,,,,,3,3,1,3,3,3,1,3,3,2,1,2,3,2,3,1,2,2,2,1,1,1,1,1,3,2,3,3,3,1,5,,,,,3,3,1,3,3,3,1,1,3,2,1,6,2,3,3,2,2,3,1,6,3,1,3
604534,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,6,1,1,2,,2,4,1,9,4,2,3
202101007387,2,2,2,1,2,,,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,2,2,2,3,,,,,,1,2,2,2,,,,,3,1,5,,,,,3,3,1,3,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,4,1,3,1,,1,2,1,4,3,2,2
202201036156,1,1,2,2,2,4,,,,2,,,,3,3,3,3,1,2,3,2,,,,,,1,1,1,2,,,,,2,1,5,,,,,2,2,1,3,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,5,1,2,2,,2,3,1,9,3,2,3
201801141046,1,1,2,2,2,5,,,,2,,,,3,3,3,2,1,2,2,3,,,,,,2,2,1,1,,,,,2,1,5,,,,,3,3,1,3,4,4,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,5,1,1,2,,2,3,1,8,3,2,2
201801074871,2,1,2,1,2,6,,6,,2,,2,,3,3,3,3,1,1,3,2,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,3,4,1,3,3,3,3,3,1,3,3,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,6,1,1,2,,2,3,1,9,3,2,2
202001020430,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,3,1,3,1,,1,1,1,5,2,2,2
655988,1,1,2,1,2,3,,4,,2,,2,,3,3,3,2,1,3,3,1,,,,,,2,2,1,2,,,,,2,2,,,,,,,,,,4,4,1,3,3,3,2,1,3,3,1,,,,,,2,2,2,2,,,,,3,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,5,5,1,3,2,2,3,1,9,3,2,3
202301000055,2,1,2,1,2,1,,3,,1,,2,,1,3,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,4,2,2,4,2,1,5,,,,,1,3,1,1,4,3,1,2,3,1,1,1,1,2,1,,,,,,1,1,1,1,,,,,2,1,5,,,,,1,1,1,1,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,5,2,2,,2,3,1,1,3,1,1
201801067793,2,1,2,2,2,2,,,,2,,,,2,2,3,1,1,2,2,3,,,,,,1,1,1,1,,,,,2,1,4,2,2,3,2,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,3,1,1,3,2,2,3,1,9,3,2,2
201801142213,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,2,1,1,3,1,1,1,1,9,2,2,2
201501188906,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,4,1,1,3,1,1,1,1,2,2,2,1
201701686171,1,2,2,1,2,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,3,1,3,3,1,1,5,,,,,1,1,3,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,6,1,2,2,,2,4,1,9,4,1,3
323087,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,5,1,1,1,,1,1,1,6,1,2,2
202001003243,2,1,2,1,1,3,,3,3,2,,2,2,2,2,2,2,2,2,2,3,,,,,,1,1,1,1,,,,,3,1,4,3,3,3,3,,,,,4,3,1,3,3,3,3,3,3,2,3,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,2,3,3,3,3,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,4,4,2,1,3,1,3,2,2,1,2,,2,3,1,1,2,1,1
202101012599,1,2,1,1,2,,5,3,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,1,1,2,2,3,,,,,,2,1,1,2,,,,,2,2,,,,,,,,,,5,,1,2,2,1,1,3,3,3,3,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,5,2,1,3,2,2,3,1,8,3,2,2
333397,2,1,2,2,2,3,,,,2,,,,2,2,3,1,1,2,3,3,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,2,3,1,1,1,,1,1,1,9,1,3,3
202201029421,2,1,2,1,2,3,,1,,1,,1,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,2,3,2,1,5,,,,,2,2,2,2,3,2,2,2,2,2,2,1,2,3,3,1,2,1,1,2,1,1,1,1,2,2,1,3,1,1,5,,,,,2,2,2,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,6,2,1,4,2,2,3,1,9,1,3,2
201901002244,2,1,2,1,2,4,,3,,2,,2,,3,3,3,3,1,3,3,2,,,,,,1,2,1,2,,,,,1,1,4,3,3,3,2,,,,,3,2,2,3,3,3,1,1,1,3,2,,,,,,1,1,1,2,,,,,1,1,5,,,,,2,3,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,5,1,1,3,1,1,1,1,7,2,3,2
201801148662,2,1,1,1,1,2,2,3,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,1,3,2,2,3,,,,,,1,1,1,1,,,,,2,2,,,,,,,,,,4,2,1,3,2,2,1,3,3,3,2,,,,,,1,1,1,1,,,,,1,1,3,3,3,3,2,,,,,2,1,1,3,3,3,1,3,2,3,2,,,,,,1,1,1,1,,,,,1,2,,,,,,,,,,3,3,1,1,1,1,1,5,1,6,4,2,2,4,2,9,5,1,3
201801130986,1,1,2,1,2,2,,3,,2,,2,,3,3,3,2,1,3,3,3,,,,,,2,2,1,2,,,,,3,1,5,,,,,3,3,2,3,4,2,2,3,3,3,2,1,3,3,3,,,,,,2,2,2,2,,,,,3,2,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,3,1,1,1,,1,1,1,3,2,2,2
201801170848,2,1,1,1,2,2,3,2,,2,2,2,,3,3,2,1,1,2,3,1,,,,,,2,2,1,1,,,,,1,1,5,,,,,3,3,1,1,5,,1,3,3,3,1,3,3,3,3,,,,,,2,2,2,2,,,,,1,2,,,,,,,,,,5,,1,3,3,1,1,3,3,3,1,,,,,,2,2,2,2,,,,,1,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,3,1,1,1,,1,2,1,5,3,1,2
202201042514,1,1,2,2,2,2,,,,2,,,,3,3,3,2,2,3,3,1,,,,,,1,2,2,2,,,,,3,1,5,,,,,3,3,3,3,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,5,2,1,2,,2,3,1,9,3,2,3
202201040578,2,1,2,2,1,2,,,4,1,,,2,3,3,3,1,2,2,1,3,1,1,1,1,1,1,1,1,1,2,4,3,3,2,1,5,,,,,3,3,3,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,3,3,3,3,,,,,,1,2,1,2,,,,,3,2,,,,,,,,,,4,4,1,2,2,2,3,2,2,6,4,2,2,3,1,1,3,1,1
202001010924,1,1,2,2,2,2,,,,2,,,,3,3,3,2,3,3,1,3,,,,,,1,2,1,2,,,,,1,2,,,,,,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,5,5,1,1,,1,1,1,9,2,1,2
201501624671,2,1,2,2,2,2,,,,2,,,,3,3,3,2,3,2,3,2,,,,,,1,1,1,2,,,,,2,1,5,,,,,3,2,3,3,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,5,1,2,4,1,1,2,1,8,3,2,2
201901026069,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,1,6,1,1,3,2,2,4,1,6,4,2,2
202001005303,2,2,1,1,2,,2,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,2,1,2,3,3,,,,,,1,1,2,1,,,,,2,2,,,,,,,,,,5,,2,3,3,1,1,3,1,3,3,2,2,2,2,1,1,1,1,1,2,4,2,3,1,2,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,5,3,6,1,,1,2,1,9,3,2,2
201901046692,2,1,1,1,1,3,3,3,3,2,2,2,2,2,3,3,1,1,2,2,3,,,,,,1,2,2,2,,,,,2,1,5,,,,,3,3,3,3,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,3,2,3,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,5,,1,3,3,3,1,3,3,2,3,,,,,,1,1,1,1,,,,,3,2,,,,,,,,,,5,,1,1,3,1,2,4,3,1,3,2,2,3,3,2,3,3,1
202201044202,1,1,2,2,2,2,,,,2,,,,3,3,3,2,1,2,2,2,,,,,,1,2,1,2,,,,,2,1,4,2,3,3,3,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,2,1,5,1,,1,1,1,1,2,2,1
201801066251,2,1,2,2,2,3,,,,2,,,,3,3,3,1,1,2,3,3,,,,,,1,2,1,2,,,,,2,2,,,,,,,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,6,1,1,1,,1,2,1,5,3,1,2
201801131584,1,1,2,2,2,2,,,,1,,,,3,2,1,3,1,1,3,2,1,2,2,2,2,1,1,1,1,1,3,1,2,3,2,,,,,,,,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,4,1,2,3,1,1,1,1,9,2,1,2
201901020630,2,2,2,1,1,,,6,4,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,2,1,3,3,,,,,,2,2,1,2,,,,,2,2,,,,,,,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,1,2,3,,,,,,1,1,1,2,,,,,2,2,,,,,,,,,,3,4,1,1,1,3,1,5,1,6,2,,2,4,3,7,5,1,2
202201043492,2,1,1,1,1,1,5,4,4,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,2,1,4,2,2,2,2,,,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,2,2,2,3,1,1,2,2,1,1,1,1,1,3,3,1,4,2,2,,,,,,,,,,4,3,1,2,2,1,1,2,2,2,3,,,,,,1,1,1,1,,,,,2,1,4,2,2,2,2,,,,,4,4,1,1,4,1,2,3,2,6,2,,2,3,1,1,3,2,2
202301000551,1,2,1,2,2,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,3,3,3,2,1,2,1,1,1,1,1,1,1,2,1,3,2,1,2,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,5,5,1,2,,2,4,1,9,4,1,2
202201042738,1,1,2,2,2,4,,,,2,,,,3,3,3,3,1,1,3,3,,,,,,1,2,2,2,,,,,2,1,3,1,2,3,1,,,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,4,1,3,1,,1,1,1,1,1,1,1
201801110904,2,1,2,2,2,2,,,,2,,,,3,2,3,2,1,1,2,2,,,,,,1,1,2,2,,,,,1,2,,,,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,3,2,1,5,2,,2,3,1,3,3,2,2
202301000634,1,2,1,1,1,,4,3,3,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,2,2,3,3,,,,,,1,2,2,2,,,,,1,2,,,,,,,,,,4,2,1,3,3,3,1,3,3,2,2,,,,,,1,2,1,2,,,,,1,2,,,,,,,,,,4,2,2,2,1,2,1,3,2,2,1,1,2,2,1,1,1,1,1,1,4,3,1,5,2,2,,,,,,,,,,3,2,1,1,1,1,2,3,5,6,3,2,2,4,1,1,5,1,1
